Date,PowerPlantID,NO2,CloudFraction,UWind,VWind,Temp,SolarRadiation,Humidity,BoundLayer,No2flux,wind_speed,wind_direction,value,date
2019-03-05,H5307960,1.0256244037560456e-06,0.08659629932855753,6796,221,15685,-9873,64.57371,-24480,,6799.592414255431,268.1374475214477,5945.347610657143,2019-04-17
2019-03-09,K7000764,1.1661664094918758e-06,0.024087344421034277,11176,814,4279,-18512,86.72805,-25493,-2.4795697755747038e-11,11205.604490610936,265.83423810582144,9.142707102510997,2019-05-14
2019-03-09,L0200473,9.5872635947194e-07,0.08437499555400138,16036,5805,9624,-19654,89.91227,-19775,2.679208695041324e-10,17054.363693788167,250.09984508874282,18521.78810419934,2019-05-15
2019-03-10,S3200688,3.6933337410304332e-06,0.10945218864215955,-151,-24703,-11986,-23587,79.0003,-291,,24703.461498340672,0.35022284560719186,8287.75468728742,2019-05-18
2019-03-12,F1700736,1.0218422948618797e-06,0.04063370509181464,17734,-1563,22494,23860,56.413303,-6665,9.754862930302138e-12,17802.744872631298,275.03679357711616,1347.4955627924887,2019-06-07
2019-03-12,H4810851,1.4577574733108145e-06,0.03602277818612096,22890,2465,16184,18419,57.090897,-2946,2.383797628075533e-10,23022.344037912386,263.8535646785009,1189.211842951,2019-06-08
2019-03-12,C1400170,1.2125070818766338e-06,0.019774606526415675,27393,7348,12003,15920,59.445972,6640,4.536687184551022e-11,28361.409573573736,254.98425682923238,4087.503942562936,2019-06-09
2019-03-12,E5400878,2.2886743890245326e-06,0.06977786502005749,6342,10827,7093,30182,50.04987,16357,,12547.704690500172,210.35997294814024,851.587189393758,2019-06-10
2019-03-12,E5600896,1.9328509250888084e-06,0.009841613114961716,6239,10858,7223,30185,49.980118,16510,,12522.830550638302,209.8816481660263,6652.614742236274,2019-06-11
2019-03-12,L0200473,1.1899510232438988e-06,0.19982570422859725,-3620,30314,7569,29490,56.502895,9377,,30529.37922722963,173.19017104204494,19572.52965830138,2019-06-13
2019-03-12,U0100258,1.147511995834197e-06,0.013878228873400752,7948,19600,-7686,-13602,66.78697,12464,7.732115471745073e-12,21150.19394710129,202.0730563318274,5790.974769384546,2019-06-14
2019-03-12,H5307960,1.2589106829641741e-06,0.043505479248948695,4437,-890,19373,25813,54.92026,-7646,8.679991060160059e-11,4525.380536485302,281.3422117830068,6065.311781581824,2019-06-15
2019-03-13,C1400170,1.2134809578641296e-06,0.04754780625635521,30011,15090,11881,17919,60.5671,-14603,9.350092012760135e-11,33591.192610563856,243.30603506216335,5452.5238120264,2019-06-19
2019-03-14,F1700736,1.275669641571354e-06,0.04314055791370652,24628,-885,15993,19177,76.75216,-13784,-3.3766063766160493e-10,24643.89597851768,272.05802159439276,1334.051821186624,2019-06-27
2019-03-14,H4810851,9.111755869863307e-07,0.053341365477713794,24854,815,12412,19111,72.94018,-9071,-3.2745368126395823e-10,24867.358947021294,268.1218582948808,887.6316329354693,2019-06-28
2019-03-14,E5400878,7.179517455083734e-06,0.06493466211313874,9257,29346,23251,-17300,58.812893,27788,,30771.41148858791,197.50753249620413,1013.6469158950435,2019-06-30
2019-03-14,E5600896,5.809192732922095e-06,0.028206600577409386,9064,29168,23323,-18001,58.756058,27823,-3.8705587598307607e-10,30543.8753271421,197.2627109917502,6265.146077503956,2019-07-01
2019-03-14,L0200473,9.974260716418813e-07,0.11965773210574876,13398,18407,14009,15510,74.127594,-10833,,22766.731276140632,216.04994673059736,16449.4592171759,2019-07-03
2019-03-14,H5307960,9.097930300958139e-07,0.12620989788049528,28371,-3036,11891,19416,83.156685,-16340,,28532.97981284114,276.1080162149923,5708.401328345305,2019-07-05
2019-03-16,S3200688,1.1889011233681575e-06,0.05274415006168014,-7248,3864,8791,-30555,54.07216,10657,4.734043205183269e-10,8213.647180150849,118.06263891609551,8676.760342924652,2019-07-17
2019-03-16,E5400878,1.5801599926514415e-06,0.083400559646197,-7481,3852,9329,-31177,54.278755,11604,-1.1683549010947813e-09,8414.467600508067,117.24413911872065,815.9277348302029,2019-07-21
2019-03-16,E5600896,1.4955832615442249e-06,0.050988635910295746,-7541,3902,9453,-30509,54.308105,11933,-5.482028320804071e-10,8490.717578626673,117.35876304428807,6270.788508087707,2019-07-22
2019-03-17,E5600896,2.28785513998729e-06,0.0746205278449203,-25228,21736,11497,-24530,63.11546,31802,,33300.235434603164,130.74760747152638,6451.937889863191,2019-07-30
2019-03-18,S3200688,1.3352584411958171e-06,0.09812957031750355,27845,23833,15900,10242,87.142525,3097,-1.6675233728513716e-10,36651.820063947715,229.4392296586483,8337.050525935882,2019-08-04
2019-03-18,F1700736,7.397720708025518e-07,0.10293486921278558,4491,-4748,6322,2888,81.51716,-9481,-6.43390006401808e-11,6535.48659244283,316.5933779774242,1358.9088595758049,2019-08-05
2019-03-18,E5400878,2.756066913384713e-06,0.02074174800143283,27988,23014,15871,12761,87.162895,1892,9.782301222368476e-11,36234.960190401755,230.57018930947345,1112.6563825421683,2019-08-08
2019-03-18,E5600896,1.987922373898654e-06,4.189327429020796e-06,27716,22711,15790,12957,87.20977,1538,4.790062254406281e-10,35832.47377728755,230.66817891152985,5518.699806585504,2019-08-09
2019-03-18,K7000764,9.639332053496921e-07,0.03151954862584643,17749,-8314,5444,-5286,83.95172,-7762,7.055033778710548e-11,19599.734615550282,295.0993669334903,784.7535568134863,2019-08-10
2019-03-18,L0200473,8.483615632861615e-07,0.029057457805519805,23381,-9748,3153,7240,88.65347,-11619,2.8045823423433095e-11,25331.692896448905,292.6322179758147,23760.76880190673,2019-08-11
2019-03-18,H5307960,8.438189011833713e-07,0.047503626791879035,6663,-11109,2195,1708,83.74714,-14377,-5.2624149169025006e-11,12953.974293628964,329.0453459826665,4119.428525270584,2019-08-13
2019-03-19,E5400878,2.1897682709057582e-06,0.01295408184509615,-17146,-13835,-4895,22752,74.75149,-6197,,22031.625927289162,51.10015766644757,1657.6922088840122,2019-08-18
2019-03-19,E5600896,2.5742267759799295e-06,8.795405148727072e-06,-17280,-13811,-4669,22464,74.74145,-6197,,22121.078658148657,51.36648460269824,5678.241291297132,2019-08-19
2019-03-20,S3200688,7.101452211145016e-07,0.15944949367697392,-2652,21226,12585,-16827,79.994644,17810,,21391.030363215326,172.87830591593928,8556.840854704978,2019-08-24
2019-03-20,F1700736,8.664203254270692e-07,0.07513478984276105,25220,-16736,14923,13205,71.74319,-3487,-2.1554189976198276e-10,30267.839301806795,303.5682645642214,1373.8885418349194,2019-08-25
2019-03-20,H4810851,5.296278653475278e-07,0.11094886619174261,24396,-18442,13556,12588,63.994427,2012,-7.894942724746613e-11,30582.219997900742,307.0872241303538,916.372316685904,2019-08-26
2019-03-20,C1400170,1.285838451635423e-06,0.0590455493179298,18055,-15844,11250,4405,58.72239,5595,-1.2986189517159212e-10,24021.14404019925,311.2682737120168,8288.198846905172,2019-08-27
2019-03-20,E5400878,1.3015776435340817e-06,0.058478832511607556,-3092,20729,12832,-18406,80.41762,17489,1.7257793915022018e-10,20958.33736249133,171.51614095985224,513.4036374554295,2019-08-28
2019-03-20,E5600896,1.3149192006571282e-06,0.030626555761895935,-3158,20575,12914,-18794,80.48856,17431,1.1511796402176061e-10,20815.945546623625,171.27392749425871,5865.403891708516,2019-08-29
2019-03-20,K7000764,8.871003277206667e-07,0.07662393417057572,19420,-20509,12921,23942,74.26129,-15167,1.725112178574045e-10,28244.565512678717,316.5622640225232,613.0827264368065,2019-08-30
2019-03-20,L0200473,3.8524877337647055e-07,0.08748538194191462,8997,-2812,4700,17565,88.09805,-20142,6.166926459602034e-11,9426.205652329043,287.3565628640942,18442.50044357645,2019-08-31
2019-03-20,U0100258,9.942990483836035e-07,0.09067800797508037,81,-5477,1811,9429,79.91466,270,3.903669755921845e-12,5477.5989265370645,359.1527077175027,4973.9400455577015,2019-09-01
2019-03-20,H5307960,6.509724524260434e-07,0.07283387473128274,26479,-19530,8225,19498,80.22674,-10907,-3.368432153588537e-11,32902.25434525726,306.4112096370863,4835.679735595816,2019-09-02
2019-03-21,S3200688,2.018010106511886e-06,0.031904952322855576,-5338,14342,13454,-9184,86.9171,-3412,1.0399262401278705e-10,15303.17640230289,159.58505767682453,8682.451526524763,2019-09-03
2019-03-21,F1700736,1.0093919405941197e-06,0.052513321816151724,7255,7049,25815,24120,56.594555,-6276,1.8146133290077764e-10,10115.50423854392,225.82509191031974,1362.9796722566266,2019-09-04
2019-03-21,H4810851,9.98134766639448e-07,0.06251182557946244,2907,521,25491,26906,47.016037,-51,8.680235997380304e-11,2953.318472498352,259.8391778712598,1189.3879068033243,2019-09-05
2019-03-21,C1400170,1.1400458568043734e-06,0.05601805422414601,-9663,-1490,20565,27952,43.63938,935,1.1314032008064985e-10,9777.201491224369,81.23423405312221,9559.908519656425,2019-09-06
2019-03-21,E5400878,3.824219760729284e-06,0.04892272060320927,-5808,18652,14111,-8497,86.54988,-2203,1.9178059673725163e-09,19535.351750096543,162.70406335990646,818.9906184739633,2019-09-07
2019-03-21,E5600896,2.7600299799889968e-06,0.01543882899577029,-5939,19518,14252,-8208,86.47908,-1940,1.5690967919074173e-09,20401.569670003337,163.07587454368752,5434.197098496881,2019-09-08
2019-03-21,K7000764,9.467931564984977e-07,0.04320448847574121,-15669,-14177,13923,17995,82.073654,-16167,-1.7337594607702592e-10,21130.66231806282,47.861830747864204,1116.065856991779,2019-09-09
2019-03-21,L0200473,9.100522451801784e-07,0.025301577640128536,-24048,-8978,311,12239,94.91853,-29125,8.233684837413463e-11,25669.25764411585,69.5275531920081,24225.45507799468,2019-09-10
2019-03-21,U0100258,1.3451442294566972e-06,0.04915336407314797,-29873,6324,7711,27021,74.7314,-12600,-2.8855153536416977e-11,30535.047158961454,101.95282648718079,5836.32972181758,2019-09-11
2019-03-21,H5307960,7.835966739436883e-07,0.05388260975510932,18123,5362,18873,19699,68.635895,-8039,-4.103445888858077e-10,18899.581291658287,253.5182461506487,5217.213827791667,2019-09-12
2019-03-22,F1700736,1.0667392345025695e-06,0.09974921384231843,-5179,-5463,12160,9224,77.469955,-8460,,7527.709478984959,43.47132680291979,1406.663717853104,2019-09-14
2019-03-22,E5400878,2.3271108269415527e-06,0.14353984267575737,-21465,-21829,514,6528,85.44046,-3382,,30614.562972546253,44.51828954712694,971.8679382889122,2019-09-17
2019-03-22,E5600896,5.437479626607233e-06,0.05636662717501739,-21634,-21430,852,6586,85.51642,-3125,1.861049018531859e-10,30451.188088480227,45.2714158366921,5785.727510694653,2019-09-18
2019-03-22,K7000764,1.1148157179692654e-06,0.034742284440170676,-17226,-10202,537,-20700,81.199234,-5669,-2.4105665625648325e-11,20020.38660965367,59.36410430749983,1035.6162349704466,2019-09-19
2019-03-22,L0200473,1.0386121048838628e-06,0.09134000817238161,-23400,-21071,-1697,-15489,81.90911,-4229,3.7051845228153806e-11,31488.83994370069,47.997910366797974,23603.12885255576,2019-09-20
2019-03-22,H5307960,1.3053401760030278e-06,0.12503346810414484,-18633,-11485,5794,-2486,82.056625,-7550,9.716977981655431e-11,21888.21404317858,58.35116908416178,5025.520085487264,2019-09-22
2019-03-25,H4810851,1.0726570136118038e-06,0.1073204496475144,3850,373,-1148,691,92.748825,-10392,,3868.026499392164,264.46627697033557,572.7996999736534,2019-10-15
2019-03-25,E5400878,1.3449694453184188e-06,0.02189964209032548,32582,-6185,17482,7334,88.63819,11016,,33163.85003282942,280.74849619269025,465.9219297029039,2019-10-17
2019-03-25,E5600896,2.02459454687894e-06,0.02395020837235876,32524,-6263,17746,6926,88.50343,10349,-3.2660491692029283e-10,33121.52993145093,280.89977032548666,3764.388730278185,2019-10-18
2019-03-25,L0200473,6.892040172715832e-07,0.09079685078358507,11669,-21017,2023,-5362,92.21194,3767,-2.346248267499384e-10,24039.13163989082,330.96021189865655,16413.36233965075,2019-10-20
2019-03-26,E5600896,2.0742865439021314e-06,0.06191213357848895,2975,-4711,-6846,25936,68.41122,11784,,5571.727380265477,327.7275588933082,4997.431853119112,2019-10-28
2019-03-27,S3200688,1.1801368835072156e-06,0.1075069835444342,18559,28056,5607,26747,68.12113,18039,,33638.90035360847,213.48457342755964,9045.909105904111,2019-11-02
2019-03-27,F1700736,9.72021161566771e-07,0.04819249412866905,23914,-14434,8857,23685,72.44163,-4680,-7.316353805098556e-11,27932.414002373658,301.1143197791938,1364.3046010576577,2019-11-03
2019-03-27,H4810851,7.872508289852726e-07,0.047257089563225746,25180,-12201,8981,24281,65.4679,5390,-2.3817560434517024e-11,27980.293082810982,295.8525654628871,460.205323264387,2019-11-04
2019-03-27,C1400170,6.861985227251048e-07,0.055854713265523416,23606,-11486,9423,21931,60.71473,3365,1.8126897125545485e-11,26252.074813240954,295.9462206939389,7768.336572935024,2019-11-05
2019-03-27,E5600896,1.765425781736784e-06,0.12316719767598178,16605,26685,5283,28171,68.0203,15596,,31429.528313355262,211.89233962526467,4803.922590600083,2019-11-07
2019-03-27,K7000764,4.885416702663884e-07,0.07223254677301562,25609,-7956,10383,21095,69.58786,-3360,-3.886333554000056e-11,26816.390827253395,287.258558100233,1620.3603518775146,2019-11-08
2019-03-27,H5307960,4.962128308861822e-07,0.09290527962816325,24731,-16071,3893,24517,75.89082,-9374,-3.029212995055508e-13,29494.05706239818,303.01710812577244,6376.638080648274,2019-11-11
2019-03-28,F1700736,9.421787729033957e-07,0.13851455979269262,9516,7671,21573,22333,60.18825,644,-1.8405323744353363e-10,12222.867789516502,231.12715644226526,1326.7600211167858,2019-11-13
2019-03-28,H4810851,7.042351812645254e-07,0.19341785687799853,7300,2511,20785,24752,52.436874,7439,2.243435537107274e-11,7719.787626612535,251.01818659818318,585.4469231472506,2019-11-14
2019-03-28,C1400170,5.981778785246875e-07,0.27898598743378833,-6669,-615,16131,26836,47.168377,7657,,6697.296917413771,84.73121534909322,8554.020141502002,2019-11-15
2019-03-28,E5400878,9.128071018534181e-07,0.06638367095757065,7886,9907,8800,13769,83.790276,-3661,,12662.450197335427,218.51988864738644,651.0981971149191,2019-11-16
2019-03-28,E5600896,5.66049777942384e-07,0.015195762692362273,7923,10501,8968,13289,83.6743,-3621,1.0962412718735708e-10,13154.654309406995,217.03453773407108,3583.799911605236,2019-11-17
2019-03-28,K7000764,6.729578718424932e-07,0.0680385364538505,7550,-5769,13377,20420,78.58618,-2510,7.917733277764167e-12,9501.781990763628,307.3836608364785,1053.7485937837334,2019-11-18
2019-03-28,L0200473,7.899557199644572e-07,0.053257771003474945,-8877,551,-2413,19910,90.11279,-24992,-1.3850920358152372e-10,8894.08398880964,93.55182203946602,18643.84952607991,2019-11-19
2019-03-28,U0100258,8.187117459670732e-07,0.1526986722366354,-22477,9138,1474,22699,78.07236,-6066,,24263.523507520502,112.12414731724165,5762.191120199578,2019-11-20
2019-03-28,H5307960,8.399795290711449e-07,0.11566787173372817,21346,7531,14268,21040,72.72864,-3233,2.3044190118454858e-10,22635.540130511577,250.56684513590494,6351.005365347296,2019-11-21
2019-03-29,S3200688,6.925436787841548e-07,0.18393446705901012,-3482,-18667,2291,23316,86.155106,-6095,,18988.976091406297,10.566088432895114,10798.651192157744,2019-11-22
2019-03-29,F1700736,1.0854120815462076e-06,0.0765945059377164,5468,-7049,14120,1934,77.94305,-4540,4.6187497711686664e-11,8921.17845354525,322.1988067965792,1339.9275548023395,2019-11-23
2019-03-29,H4810851,1.3245655698500136e-06,0.12703323057151117,7635,-3369,13767,5975,69.79598,6127,-4.79923662535435e-11,8345.261290097513,293.8098232810307,637.2772473639362,2019-11-24
2019-03-29,C1400170,1.1198761136582157e-06,0.09968901796653581,7194,2857,15542,15890,59.59661,4239,,7740.548107207913,248.34016649673586,6446.0311419448735,2019-11-25
2019-03-29,E5600896,1.8840367506416222e-06,8.219731090020795e-06,-1540,-17636,3871,23819,85.36393,-3222,1.0339412767474207e-09,17703.109783312084,4.99048848689479,3536.599252138073,2019-11-27
2019-03-29,K7000764,9.155940700065146e-07,0.03612759040239865,-6770,-19513,2183,-54,85.8099,-16242,-1.1040599701195491e-10,20654.056962253202,19.13412458101608,1458.773566813342,2019-11-28
2019-03-29,L0200473,1.279059508894343e-06,0.0028374075536167533,-10002,-25830,-6008,5255,88.906296,-14161,2.4245891090981234e-11,27698.897162161527,21.167606973057232,16798.76053941762,2019-11-29
2019-03-29,H5307960,8.393877142221078e-07,0.14782553810028465,-1790,-16461,5867,-3564,86.13165,-15458,1.7014753466616498e-10,16558.037957439283,6.20606532201036,6991.603133838312,2019-12-01
2019-03-30,F1700736,1.0981719328341603e-06,0.050856064398143844,-9328,-6350,7671,18492,73.55866,3953,3.757430618044358e-10,11284.240514983718,55.75507475523433,1249.9839413277705,2019-12-03
2019-03-30,H4810851,9.96499440995198e-07,0.08561490089462782,-2211,1655,5052,16894,74.47113,7830,-6.7322697879704e-10,2761.801223839254,126.81595855440891,1037.488915731456,2019-12-04
2019-03-30,H5307960,1.1052372357218829e-06,0.013949839443930818,-18195,-8219,2753,19470,73.73496,5590,2.520674771681531e-12,19965.219407760087,65.69047297492999,6517.749053228251,2019-12-10
2019-04-02,S3200688,2.1888721742861383e-06,0.15427838338346606,-14634,24841,8358,-28635,62.323444,23131,,28831.046408342518,149.497375460471,10825.33632931548,2019-12-31
2019-04-02,K7000764,7.976314862802675e-07,0.4014455839763103,-23722,25827,7723,3562,73.755714,-1620,-1.7271522401759034e-10,35068.03691397624,137.4326451777979,1161.3867135051412,2020-01-05
2019-04-03,E5400878,4.437160207296026e-06,0.0434550602850168,-25973,23448,12757,-18008,85.40492,-4419,,34991.50515482293,132.07520773761257,793.34900757342,2020-01-13
2019-04-03,E5600896,4.836903447284149e-06,0.00341465136010079,-25226,23011,12905,-17705,85.3919,-5183,-7.738756911415e-10,34144.65107450946,132.37087578228682,2977.723113408885,2020-01-14
2019-04-05,S3200688,3.1489492714747956e-06,0.07999728074293144,3198,-24622,-1365,27188,84.38839,-4010,9.989176985109816e-11,24828.815678561874,352.5996326286871,10896.894306836348,2020-01-28
2019-04-05,E5400878,7.405112751208255e-06,0.04317449964192378,3114,-24371,-805,26614,84.72681,-3934,2.0751728500265286e-09,24569.139932036695,352.71849825795914,238.2515525346478,2020-02-01
2019-04-05,E5600896,5.297171991668497e-06,0.02011692035265125,3074,-24305,-647,26506,84.76477,-3907,1.3072968065247184e-09,24498.622430659238,352.7917294152105,2703.2968076711063,2020-02-02
2019-04-05,H5307960,7.909062306505814e-07,0.10335320035542618,-2465,-13333,-2593,2382,83.53126,-16557,,13558.949590584072,10.474549092062105,6167.960912853362,2020-02-05
2019-04-06,F1700736,6.234328148527558e-07,0.05248422902906218,17172,-7832,14614,25450,69.049,-9474,7.080384543410562e-12,18873.733281998026,294.51731681396575,1355.4669619402407,2020-02-07
2019-04-06,H4810851,8.971527396959938e-07,0.05334688133004475,19656,669,13597,26451,61.952354,-1235,6.90740614860282e-11,19667.381549153917,268.0506671841625,1128.033842731811,2020-02-08
2019-04-06,C1400170,3.8311360701376265e-07,0.076655941110515,17094,16306,13533,25939,55.701874,3438,5.688187504206978e-11,23623.93853700098,226.3515179664744,1275.1470348031091,2020-02-09
2019-04-06,E5600896,2.571137814094416e-06,0.06220318399063978,-15989,5684,-322,24691,68.06409,-9868,,16969.26565883156,109.57001519137418,3132.9908844291213,2020-02-11
2019-04-06,K7000764,6.053823809155184e-07,0.05807959001777274,-13120,3497,12269,22741,72.49855,-11674,1.3221513504340881e-11,13578.048792076128,104.92462175106813,2044.1660036230771,2020-02-12
2019-04-06,H5307960,4.880818428896025e-07,0.054831760142034815,11559,-16710,10168,24450,71.12518,-14378,6.579396115481548e-11,20318.33115686424,325.3267830889464,6402.603253037263,2020-02-13
2019-04-07,S3200688,2.9588605505692417e-06,0.0695329778065743,14744,-3244,10822,13410,80.199554,-8106,-3.8689009482488473e-10,15096.657643332845,282.4086046464976,10620.37828376433,2020-02-14
2019-04-07,F1700736,8.873962072212574e-07,0.04855861737867686,13816,13405,13896,-254,70.05492,-5242,1.067967952652912e-10,19250.347555304033,225.86502245245245,496.6366057778736,2020-02-15
2019-04-07,H4810851,1.125076622271154e-06,0.05478917931827304,12389,8472,10917,2435,62.959637,2415,4.7004363780222155e-11,15008.734290405704,235.634413382653,1128.8639574059166,2020-02-16
2019-04-07,C1400170,7.257577022987335e-07,0.13525378028790325,1241,6973,7378,17099,57.921116,3582,,7082.570860923313,190.09139471955163,1701.328423809146,2020-02-17
2019-04-07,E5400878,3.8084957371585054e-06,0.1685768758607506,12724,-4304,11038,12426,80.1031,-10081,,13432.22215420814,288.68853993817913,576.7208145598639,2020-02-18
2019-04-07,E5600896,3.2788402378592057e-06,0.07767033646053817,12251,-4573,11120,12228,80.083824,-10619,6.837466239517192e-10,13076.671212506644,290.4693787973864,2925.283699940952,2020-02-19
2019-04-07,K7000764,1.1385432869365536e-06,0.05468626808598459,16205,1413,10138,3110,77.626945,-6931,2.786695114842555e-10,16266.48683643767,265.01668066321264,1811.849201895173,2020-02-20
2019-04-07,H5307960,1.066719831275946e-06,0.046193882132217264,21548,12218,8867,-7150,79.82775,-8890,-2.5583592285361527e-10,24770.866516938804,240.44619190842175,6075.231321626837,2020-02-22
2019-04-08,F1700736,1.232335881976485e-06,0.0739527681505306,20819,-12385,18838,24268,64.95785,-11914,2.6007068726363584e-11,24224.3469674623,300.74796035104316,686.8396388864215,2020-02-24
2019-04-08,H4810851,1.0668523562007323e-06,0.07482036048967927,23023,-13179,17234,25641,57.163918,-1728,-8.075969000310947e-11,26528.18444598122,299.78801178203037,1244.9724357888017,2020-02-25
2019-04-08,E5400878,2.539317846339116e-06,0.031366966234231165,-4369,23368,9565,23204,86.826096,-16626,,23772.917048608066,169.40995532574522,791.6086219975599,2020-02-27
2019-04-08,E5600896,2.0814481979021446e-06,0.0062875784639612724,-4438,23298,9633,23067,86.69939,-16537,2.2015440562927185e-10,23716.92745698734,169.2150240892488,3425.2205761323858,2020-02-28
2019-04-08,K7000764,1.0372790005134138e-06,0.09567096602092923,9684,-10623,13825,21855,80.80951,-23131,-6.192462327596987e-12,14374.560341102611,317.64748319632474,1893.7410059368376,2020-02-29
2019-04-08,L0200473,1.1341875153129499e-06,0.12488433099315747,8500,190,-1659,21669,94.19322,-32296,2.0798662701225334e-11,8502.123264220532,268.7194840541042,11400.371365893185,2020-03-01
2019-04-08,U0100258,1.2474442405712133e-06,0.21138162234586044,-20596,285,-2011,27007,78.642426,-18212,,20597.97176908445,90.79278767892131,2880.436316661237,2020-03-02
2019-04-08,H5307960,1.0668577743221586e-06,0.1734541370684727,13096,-11744,10312,21816,78.26708,-20763,,17590.530179616533,311.88455976560846,6724.914869709625,2020-03-03
2019-04-09,S3200688,7.268468566983131e-07,0.19100625853808337,6856,20257,3166,-1159,87.23155,4984,-5.016313454987007e-10,21385.761267722035,198.69843621427356,9566.62336115498,2020-03-04
2019-04-09,C1400170,9.336058733004732e-07,0.051166479260052404,10054,-9506,10713,26468,46.55941,8115,2.1986845608707852e-10,13836.435668191429,313.39520060931784,7515.031508110372,2020-03-07
2019-04-09,E5600896,8.326819703403353e-07,1.5029865643528396e-06,5884,21632,3389,-5,86.992874,5059,3.6496597402965985e-10,22417.958872297004,195.21656346687695,3833.93989435326,2020-03-08
2019-04-09,K7000764,7.444724153804008e-07,0.06006849447248336,-2018,-19851,5620,12998,79.356766,-18446,1.640700892653756e-10,19953.30862288257,5.804596441507627,1976.0812373855483,2020-03-09
2019-04-09,L0200473,6.695372607116512e-07,0.007240711143362774,-9147,-13019,-10750,7274,94.19202,-32051,-1.384105155398382e-10,15911.06438928584,35.091437136747004,15852.526485912114,2020-03-10
2019-04-09,U0100258,1.1786313765086873e-06,0.0778534286236089,-11430,6417,-6220,24220,78.90226,-6632,1.8432155646491085e-10,13108.11920147204,119.31060887941045,2817.118166495765,2020-03-11
2019-04-09,H5307960,6.63402134775407e-07,0.1257296204838283,25301,-9243,8493,17684,72.56378,-4095,1.043596388397681e-10,26936.474342422767,290.0683369363878,6536.76779421825,2020-03-12
2019-04-10,S3200688,1.6539819779808882e-06,0.09444987363921509,-16512,-27104,-7752,18170,87.95394,-16666,-5.0964720584769836e-11,31737.56386366162,31.350147942447506,10278.329495137325,2020-03-13
2019-04-10,F1700736,6.224347255478981e-07,0.031628708135160555,17030,15650,22708,27948,57.18506,-9430,1.8967509815428742e-10,23128.843464384467,227.41803024694775,1381.130313507206,2020-03-14
2019-04-10,H4810851,1.1515549540499194e-06,0.02426663824910095,15120,13717,21695,28970,49.53533,-984,-1.184939040810484e-10,20414.957482199174,227.7854021423106,1279.2603878894356,2020-03-15
2019-04-10,C1400170,1.1446312862005192e-06,0.021421753905086292,6817,12377,15330,29609,48.681034,-43,,14130.166948766033,208.84507950548635,7401.334543176353,2020-03-16
2019-04-10,E5400878,4.666010627472932e-06,0.049434770307868914,-15954,-26684,-6123,20083,88.00688,-17216,3.684228271673898e-09,31089.644127908574,30.874628009716858,667.7435443194852,2020-03-17
2019-04-10,E5600896,1.709765452923898e-06,0.025580939696954637,-15675,-26598,-5614,20366,87.971695,-17269,1.4252725597143843e-09,30873.276939774307,30.51212179477853,3997.210149565535,2020-03-18
